hour,distance_km,route_deviation_m,unexpected_stop_s,nearby_safe_zone_count,nearby_police_or_hospital,community_reports_nearby,is_weekend,safety_score,high_risk
11,3.93,43.2,6.0,3,0,0,1,100.0,0
2,3.18,4.7,12.2,1,0,0,0,60.1,1
10,4.82,123.2,3.5,2,0,0,1,90.5,0
1,7.34,32.8,8.3,0,0,1,0,40.2,1
15,2.82,97.9,6.2,1,0,1,0,80.1,0
7,4.76,29.7,14.4,3,1,0,0,100.0,0
4,7.06,85.2,4.0,3,0,2,0,60.4,1
0,6.25,134.7,15.9,0,1,1,0,54.1,1
21,0.61,96.5,7.1,4,0,2,0,74.2,0
20,7.56,20.1,1.8,2,1,1,0,85.1,0
19,0.66,87.8,14.0,4,0,0,0,100.0,0
1,4.83,58.7,25.7,2,0,1,0,54.2,1
8,4.73,22.4,30.2,0,0,1,0,90.9,0
23,6.36,25.0,8.4,1,1,2,0,52.5,1
13,1.44,15.8,22.6,2,1,2,0,87.1,0
3,1.68,78.8,4.0,1,0,1,1,74.9,0
3,6.09,105.5,8.4,3,1,1,0,53.2,1
6,1.45,61.0,11.3,2,1,0,0,100.0,0
23,3.91,183.0,19.9,3,1,1,0,56.4,1
4,5.93,15.2,43.7,2,0,1,0,46.1,1
21,5.31,50.9,32.2,5,0,0,0,97.6,0
16,1.92,1.1,25.0,3,1,1,0,100.0,0
22,2.64,89.4,28.3,2,0,0,1,68.2,0
19,7.76,50.0,29.3,2,1,0,0,100.0,0
7,3.75,129.4,4.0,1,0,1,1,71.7,0
19,0.64,54.1,32.0,1,0,2,0,72.5,0
4,1.99,78.2,8.3,6,1,0,0,73.6,0
6,2.94,106.5,2.5,2,0,0,0,92.1,0
5,8.0,30.4,22.4,1,1,1,1,98.5,0
3,2.63,58.3,19.9,1,1,1,0,58.6,1
2,0.5,95.9,43.3,4,0,2,0,51.2,1
4,4.25,26.2,12.3,0,0,0,1,40.3,1
2,0.94,33.0,7.1,3,0,0,1,76.4,0
9,2.41,20.0,39.6,2,0,2,0,85.1,0
1,7.94,34.3,2.2,4,0,0,0,68.5,0
1,5.73,10.2,3.8,4,1,1,0,75.2,0
23,0.69,26.1,16.1,3,0,0,0,87.3,0
2,3.75,5.8,0.1,5,0,0,0,72.1,0
1,1.62,19.3,12.5,2,0,0,0,55.9,1
0,1.25,45.7,22.5,2,1,0,0,77.4,0
3,4.82,27.5,8.3,3,0,0,1,78.9,0
12,4.19,65.8,34.7,1,0,0,1,91.5,0
19,6.02,56.8,2.1,4,0,2,0,82.5,0
17,7.17,47.3,7.3,3,0,0,0,100.0,0
13,2.2,2.5,12.8,4,0,0,0,100.0,0
2,7.41,146.7,23.8,3,1,1,1,54.2,1
18,4.29,28.8,2.2,0,1,3,1,60.9,1
0,2.29,59.8,41.7,3,0,1,0,54.7,1
15,6.81,92.9,10.3,5,0,1,1,100.0,0
9,0.57,17.7,55.6,2,1,3,0,78.8,0
21,4.61,10.7,12.2,3,0,1,0,84.6,0
7,5.86,1.7,19.6,2,0,0,0,100.0,0
15,2.46,122.1,30.9,1,0,0,1,90.7,0
10,6.95,14.0,6.2,2,1,0,0,100.0,0
12,2.15,253.3,21.1,0,1,0,0,86.4,0
22,6.77,22.6,16.4,1,0,0,0,55.3,1
17,0.9,83.2,1.9,2,0,0,1,100.0,0
9,1.53,2.6,33.6,2,1,1,1,100.0,0
10,3.23,77.5,1.0,3,1,1,1,97.1,0
16,6.88,12.1,34.9,4,1,0,0,100.0,0
8,1.41,3.5,5.4,3,0,2,1,77.4,0
4,7.04,6.3,27.7,5,0,0,0,76.3,0
11,2.07,74.5,21.7,2,1,3,1,78.2,0
1,3.78,6.9,55.0,1,0,0,0,56.3,1
4,3.02,24.4,16.0,3,1,0,0,96.1,0
10,1.21,93.8,32.0,4,1,1,0,100.0,0
19,7.57,34.6,25.4,4,0,0,0,83.9,0
18,3.67,1.9,4.0,3,0,1,0,94.9,0
6,5.62,13.3,19.4,3,1,0,0,100.0,0
10,4.73,17.7,10.7,2,1,3,1,64.1,1
3,4.16,39.5,14.4,4,1,2,0,68.9,0
18,5.05,200.2,5.4,2,0,0,0,96.7,0
5,7.22,40.1,1.3,2,0,1,0,100.0,0
19,5.68,51.5,7.2,2,0,1,0,70.9,0
20,4.4,37.3,23.3,1,0,0,0,99.8,0
16,5.27,10.5,3.1,1,0,1,1,93.7,0
7,4.97,35.7,4.9,2,1,0,1,100.0,0
22,3.64,431.2,51.4,1,0,0,0,50.0,1
16,5.11,54.5,97.6,2,0,1,0,83.0,0
15,3.72,102.2,8.7,3,0,2,0,86.6,0
20,6.13,46.1,4.5,2,0,1,0,85.4,0
21,7.76,227.9,5.9,3,0,0,1,96.0,0
1,7.69,11.8,27.7,5,0,1,0,59.9,1
21,6.62,28.3,0.4,7,0,2,1,77.5,0
18,4.93,42.4,24.1,1,0,2,0,73.3,0
4,6.07,16.7,18.8,2,0,2,0,47.0,1
7,1.67,29.7,1.4,5,1,1,0,100.0,0
18,3.99,106.4,52.9,5,0,2,0,87.1,0
5,2.28,89.9,12.1,2,1,0,0,100.0,0
10,0.33,40.8,7.6,4,0,0,0,100.0,0
16,7.74,11.9,7.1,4,0,0,0,100.0,0
15,6.95,7.0,19.3,2,1,1,1,73.8,0
21,4.26,67.4,64.3,2,1,2,1,60.8,1
2,2.26,10.8,24.2,2,1,0,0,65.4,1
7,5.64,107.9,10.0,0,0,1,0,67.7,0
23,3.65,85.2,18.6,2,1,1,0,68.2,0
13,6.49,124.6,5.0,3,0,1,1,88.5,0
5,8.0,53.0,48.3,1,0,0,0,89.8,0
6,2.99,24.4,92.4,2,0,2,0,81.0,0
8,2.18,32.0,16.5,0,1,3,1,66.8,1
13,2.36,31.7,6.6,1,1,2,0,98.7,0
6,1.02,179.6,3.6,1,0,1,0,95.9,0
14,3.33,46.2,102.0,1,0,0,0,100.0,0
10,0.43,4.8,45.4,4,1,0,0,100.0,0
14,1.18,37.9,52.3,0,0,0,0,97.0,0
3,2.39,7.9,0.2,3,1,1,1,78.4,0
14,1.53,1.0,15.8,2,1,1,0,100.0,0
22,5.94,59.8,22.9,0,0,1,1,53.1,1
3,1.11,26.4,47.2,1,0,1,0,48.0,1
7,6.97,10.8,35.8,2,0,0,0,100.0,0
16,2.0,168.5,4.6,1,1,1,0,100.0,0
14,1.14,128.4,29.9,2,1,3,0,87.8,0
16,0.38,19.5,13.4,3,1,0,1,100.0,0
13,5.81,41.2,50.8,1,1,0,1,90.4,0
16,2.28,78.3,5.1,5,1,1,0,100.0,0
14,4.22,12.8,36.6,0,0,0,1,100.0,0
1,1.16,16.6,0.5,3,0,1,1,59.5,1
18,7.89,76.9,22.8,4,0,1,0,89.8,0
10,1.27,153.9,96.1,3,0,0,0,100.0,0
1,3.47,69.5,50.0,3,1,2,0,57.4,1
9,6.86,333.5,0.1,2,0,0,1,70.7,0
10,2.19,16.7,66.4,0,0,0,0,99.0,0
2,2.36,168.3,19.5,1,1,1,0,51.2,1
23,6.53,109.4,3.9,1,1,1,0,47.1,1
5,2.4,17.2,5.2,3,1,1,1,100.0,0
7,0.32,30.9,16.8,2,0,2,0,98.0,0
10,3.59,80.4,5.5,1,0,2,0,66.2,1
19,0.4,198.6,47.8,2,0,1,0,64.4,1
17,7.31,17.1,25.8,2,0,0,0,92.2,0
18,5.24,176.5,56.0,3,0,0,0,94.5,0
5,4.79,29.0,20.1,1,0,1,0,76.0,0
20,1.85,51.5,28.9,2,1,0,0,100.0,0
19,5.69,30.1,6.9,1,0,1,0,64.7,1
11,5.51,27.8,7.2,6,0,0,0,100.0,0
13,0.77,17.1,7.5,1,0,0,0,100.0,0
0,7.08,50.5,3.4,2,1,0,0,82.7,0
18,4.76,13.9,3.5,1,1,1,0,94.8,0
23,6.4,275.2,25.8,4,0,5,0,29.2,1
11,2.32,81.8,3.3,2,0,0,1,94.7,0
12,1.24,29.4,6.6,1,1,0,0,100.0,0
11,5.71,33.1,22.5,2,1,1,0,97.1,0
1,6.41,56.1,2.3,2,1,2,1,47.2,1
14,3.27,40.0,10.5,1,0,1,1,64.4,1
17,0.48,44.5,1.1,1,1,0,0,100.0,0
22,6.6,62.3,18.2,2,1,2,0,44.8,1
22,1.89,29.1,0.8,4,0,0,0,72.7,0
11,2.91,157.5,0.0,2,1,2,0,89.1,0
23,5.14,12.6,17.8,1,0,1,0,64.6,1
12,1.07,1.1,33.9,2,1,0,1,98.3,0
15,0.85,1.2,1.5,2,1,0,1,100.0,0
14,0.5,18.8,28.9,2,0,1,0,100.0,0
23,7.36,130.5,25.0,3,1,3,0,53.7,1
17,2.7,6.9,5.4,2,1,2,0,93.7,0
2,5.39,53.1,8.1,2,1,0,0,83.2,0
1,7.92,10.6,35.1,3,0,0,1,68.8,0
9,5.45,77.9,83.7,3,0,0,0,100.0,0
12,4.34,9.6,28.7,1,0,1,1,83.6,0
16,4.31,1.8,19.6,2,0,0,0,95.7,0
11,3.2,21.0,39.2,2,1,2,0,94.9,0
12,4.92,3.2,18.5,1,1,1,0,99.3,0
22,7.68,22.2,7.7,1,0,0,0,59.5,1
8,6.37,111.0,23.2,1,0,1,0,87.7,0
11,3.57,1.6,34.3,2,1,0,0,100.0,0
13,2.86,103.3,0.4,1,1,0,1,100.0,0
11,7.1,83.9,30.2,2,1,3,0,74.5,0
23,1.35,153.0,38.7,2,0,0,0,48.6,1
23,6.84,125.6,21.3,2,1,0,0,80.4,0
12,2.26,27.5,44.4,3,0,0,1,99.3,0
10,5.81,116.5,38.3,1,1,1,1,89.2,0
14,6.51,134.3,25.3,1,0,0,0,90.2,0
4,3.97,76.3,9.5,2,1,1,1,67.8,0
10,1.78,3.8,0.4,0,0,0,0,87.4,0
5,6.8,33.1,31.4,2,1,1,1,100.0,0
3,3.13,22.1,5.2,1,1,1,1,73.1,0
2,2.77,140.8,24.7,1,1,0,0,59.2,1
14,4.23,0.1,40.2,5,0,1,0,92.1,0
0,3.65,13.1,10.2,2,0,0,0,52.4,1
15,5.56,107.9,2.9,1,1,2,1,79.0,0
10,1.36,54.3,7.7,1,1,0,1,100.0,0
8,3.65,6.0,25.2,0,1,0,0,100.0,0
18,7.17,60.3,6.9,2,1,1,1,95.0,0
12,0.58,81.9,2.8,3,0,0,1,99.8,0
17,3.82,129.0,5.4,2,1,0,0,100.0,0
17,5.39,203.7,32.3,4,0,0,1,96.5,0
0,7.14,5.1,7.8,6,0,0,0,66.1,1
5,4.87,39.4,12.1,3,0,0,0,90.5,0
13,6.65,72.8,7.1,2,0,1,1,82.3,0
23,2.01,44.3,24.8,4,1,1,0,77.2,0
3,3.02,100.2,23.6,2,1,0,0,67.8,0
2,7.55,324.9,3.2,3,1,2,0,52.1,1
22,7.12,349.7,6.4,3,1,0,0,56.1,1
23,4.6,64.1,0.3,3,1,3,0,57.6,1
4,3.96,76.3,19.4,0,0,0,1,46.8,1
9,3.77,146.8,39.1,3,1,1,0,99.5,0
15,0.75,1.0,33.5,1,0,0,0,100.0,0
4,7.17,12.0,19.3,1,1,1,0,57.7,1
7,6.6,12.8,18.0,0,1,0,0,100.0,0
9,3.81,103.3,81.8,2,1,0,1,90.5,0
15,2.45,199.7,1.7,3,1,0,0,100.0,0
7,2.94,38.3,6.1,5,1,3,0,95.4,0
9,1.25,9.4,31.7,0,0,0,1,99.1,0
6,5.86,71.2,28.3,2,0,1,1,72.9,0
18,4.59,14.9,15.7,2,1,3,1,74.2,0
3,2.1,43.4,8.5,2,1,0,0,79.4,0
5,5.1,8.2,21.4,3,0,1,0,94.9,0
5,7.84,44.9,24.7,2,1,1,0,82.0,0
21,1.24,45.9,8.3,2,1,1,0,84.1,0
22,3.83,55.9,23.5,4,0,0,0,80.0,0
12,4.11,57.5,16.2,1,0,0,0,87.0,0
3,1.58,27.8,18.6,6,1,0,0,96.5,0
18,4.39,142.4,9.9,4,0,0,1,99.8,0
11,4.97,8.5,28.0,2,1,0,0,100.0,0
20,1.51,5.2,17.2,2,0,2,0,65.2,1
8,1.49,39.7,4.2,1,1,0,0,100.0,0
23,6.89,4.3,12.5,6,0,2,0,60.7,1
19,2.7,9.1,8.5,4,0,0,1,100.0,0
5,5.15,9.5,0.0,2,1,1,0,100.0,0
17,5.13,5.9,29.1,0,0,0,0,90.6,0
6,6.76,96.5,6.0,3,1,1,0,100.0,0
8,6.0,22.0,7.9,2,0,1,0,90.0,0
6,6.77,184.8,2.7,2,1,0,0,100.0,0
16,5.11,54.5,8.9,6,1,1,0,100.0,0
6,3.76,137.7,13.5,2,0,0,0,100.0,0
15,3.33,57.9,18.2,0,1,1,0,88.9,0
13,3.22,40.2,18.3,2,1,2,0,100.0,0
18,3.52,50.1,21.0,2,0,0,0,99.3,0
23,1.3,21.0,4.1,3,0,0,0,72.0,0
0,3.56,39.3,21.6,3,1,0,0,76.7,0
23,3.3,7.8,28.4,1,0,0,0,64.4,1
2,0.57,45.2,7.9,0,0,0,0,47.3,1
12,2.42,76.1,10.5,2,0,1,0,95.4,0
8,6.09,64.1,37.4,2,0,0,0,90.7,0
15,4.75,22.4,26.8,4,0,2,0,92.0,0
17,6.51,9.0,82.3,2,0,0,0,100.0,0
20,4.48,72.5,29.7,3,1,1,0,98.9,0
9,6.88,129.4,0.3,0,1,0,0,100.0,0
22,6.43,6.8,3.3,0,0,1,0,43.3,1
7,1.06,18.2,27.2,3,1,1,1,93.8,0
4,7.82,36.1,1.8,2,0,1,1,47.0,1
9,0.41,104.8,2.7,4,1,0,0,100.0,0
12,4.9,41.0,8.1,4,0,0,0,100.0,0
16,6.4,60.9,22.6,3,0,0,0,98.5,0
19,2.86,10.4,25.9,2,0,1,0,88.4,0
5,4.91,13.2,8.8,3,1,0,0,100.0,0
7,3.09,87.5,8.6,1,0,1,0,83.8,0
22,0.77,95.9,0.4,2,1,2,1,66.9,1
10,0.37,19.2,31.0,3,0,0,0,94.8,0
5,1.03,149.2,2.2,6,0,0,0,100.0,0
23,1.06,2.3,18.0,2,1,3,0,53.7,1
10,5.0,18.3,7.7,1,0,0,0,89.1,0
23,4.35,15.7,37.5,1,0,2,0,36.4,1
22,3.81,10.0,4.7,1,1,3,1,50.3,1
21,5.63,3.3,33.4,1,0,2,0,66.0,1
13,0.43,92.6,6.5,0,0,2,0,85.8,0
19,2.39,68.8,36.7,1,0,1,0,70.4,0
23,6.29,35.2,11.2,3,1,0,1,67.7,0
6,7.31,52.3,8.2,1,1,0,0,100.0,0
0,3.68,35.5,0.3,5,1,0,0,85.1,0
7,0.93,86.1,6.3,3,0,1,0,100.0,0
15,6.45,9.8,2.2,1,0,0,0,96.5,0
13,7.12,2.2,22.0,1,0,2,0,85.7,0
1,3.49,145.6,19.7,3,1,0,0,81.9,0
13,2.17,32.9,11.7,2,0,1,0,76.2,0
4,0.64,181.6,5.0,1,0,2,1,43.6,1
12,4.85,261.1,4.2,1,1,0,0,97.5,0
13,7.31,177.9,85.7,1,1,1,0,91.0,0
15,5.52,57.5,33.9,2,0,1,0,64.0,1
9,2.74,5.3,25.8,1,1,0,0,100.0,0
9,5.25,303.5,7.0,4,0,1,0,88.2,0
16,6.71,49.6,6.2,3,1,0,0,100.0,0
17,3.96,21.6,9.0,5,1,0,0,100.0,0
19,6.61,75.7,55.2,1,0,1,0,67.0,1
8,3.32,22.1,16.1,3,1,0,0,100.0,0
10,2.98,18.3,7.5,2,0,0,1,100.0,0
7,4.79,89.1,1.1,1,1,1,0,98.9,0
12,3.88,11.5,32.2,1,1,0,1,100.0,0
3,7.82,64.4,23.0,1,1,0,0,64.6,1
10,4.28,49.0,20.6,3,0,1,0,96.1,0
4,3.27,62.5,9.4,1,1,1,1,54.6,1
12,3.34,74.9,10.1,2,1,0,0,100.0,0
20,4.52,17.1,12.3,3,1,0,0,100.0,0
23,3.03,106.5,36.2,2,0,1,0,40.7,1
10,5.87,92.6,0.5,4,1,0,0,100.0,0
1,3.23,16.6,3.5,3,0,0,0,68.2,0
5,3.26,164.2,40.0,1,1,0,0,100.0,0
2,5.05,157.0,7.6,5,1,0,0,76.1,0
18,0.77,238.6,5.6,1,1,0,1,100.0,0
23,5.35,47.4,13.4,4,1,1,0,56.1,1
13,4.19,2.3,1.5,0,0,0,1,85.6,0
4,3.79,95.5,12.7,3,0,3,1,40.5,1
0,5.84,105.3,15.8,4,0,0,0,64.3,1
23,6.14,15.8,14.2,2,0,0,0,76.2,0
7,6.82,33.1,5.7,2,0,3,1,70.0,0
2,3.19,7.1,16.7,1,1,2,0,49.8,1
4,2.82,25.6,34.8,2,1,2,1,50.5,1
6,5.8,78.7,52.9,2,0,1,0,84.5,0
15,4.78,102.4,0.1,1,0,1,0,82.3,0
21,5.16,15.6,19.5,4,0,1,0,74.8,0
6,4.58,134.3,32.9,5,0,0,1,96.9,0
16,6.25,44.4,1.7,5,1,3,1,100.0,0
1,1.76,103.5,24.7,4,0,0,0,73.8,0
0,4.58,26.3,42.8,2,0,0,1,60.7,1
1,1.52,7.2,5.4,2,0,0,1,79.7,0
22,3.44,93.7,26.1,2,0,0,0,73.5,0
13,5.41,11.9,68.7,0,1,0,0,83.8,0
19,4.1,39.8,7.4,3,0,0,0,97.4,0
0,3.22,0.9,1.5,0,1,1,1,63.8,1
0,7.11,15.5,13.3,1,1,1,0,68.5,0
20,6.25,102.9,31.8,4,0,1,0,75.0,0
2,4.35,27.2,2.1,1,0,2,0,43.0,1
3,7.62,97.1,30.5,2,0,0,0,42.1,1
12,3.57,97.2,64.9,1,1,1,1,93.2,0
14,6.37,97.6,86.5,3,1,1,0,89.5,0
5,1.59,73.2,44.6,4,1,1,0,100.0,0
10,2.5,12.2,35.5,0,0,2,0,88.3,0
16,2.9,45.7,3.6,1,0,0,0,86.4,0
10,1.11,72.5,22.7,1,0,1,0,78.9,0
9,4.16,128.3,4.3,3,1,0,0,100.0,0
1,1.78,89.6,19.8,2,0,1,0,47.5,1
10,5.18,96.5,6.3,1,1,1,0,100.0,0
19,1.76,82.9,4.5,5,0,0,0,85.3,0
15,1.25,13.6,72.3,1,0,0,0,100.0,0
21,7.76,26.0,17.7,3,1,2,0,76.6,0
3,5.37,37.9,16.2,2,1,0,0,49.7,1
0,7.51,41.7,21.1,1,0,3,0,39.5,1
13,4.07,39.4,28.9,0,1,2,1,68.0,0
4,0.56,15.5,5.8,5,0,1,0,66.5,1
14,4.72,110.9,25.0,3,0,0,0,100.0,0
21,4.6,24.2,39.1,1,1,1,0,62.4,1
8,0.42,18.4,5.1,3,0,3,0,91.5,0
13,6.93,20.3,25.6,4,1,2,0,97.4,0
16,5.07,71.3,11.8,2,0,1,0,83.3,0
3,6.03,63.4,14.5,1,1,1,0,60.9,1
21,4.1,33.2,7.5,2,0,1,0,50.2,1
4,5.06,82.2,8.4,6,0,1,0,78.3,0
19,2.28,30.8,5.1,2,1,2,0,67.0,1
15,7.8,133.9,3.7,3,0,2,0,100.0,0
3,3.39,207.1,24.2,3,0,1,0,80.7,0
17,1.55,20.6,13.5,2,0,2,0,85.7,0
4,0.73,70.2,1.1,4,0,1,1,59.6,1
14,5.2,128.8,8.9,0,0,0,1,71.5,0
23,7.87,38.8,18.4,0,0,1,1,28.4,1
22,7.2,92.0,8.1,2,0,1,0,50.8,1
20,5.71,26.1,57.7,5,0,1,1,76.8,0
11,7.93,41.9,32.9,1,1,1,0,90.4,0
13,5.87,7.1,44.6,5,1,1,0,96.2,0
7,2.91,13.4,27.7,2,0,2,1,91.8,0
22,4.93,49.3,13.9,4,1,0,0,88.9,0
11,0.91,4.8,20.0,2,1,4,0,77.3,0
18,2.01,18.4,21.1,5,0,0,1,100.0,0
8,3.52,35.9,10.2,3,0,1,0,84.4,0
17,1.85,106.2,7.5,0,0,1,0,84.5,0
5,7.64,3.7,5.2,1,1,0,1,100.0,0
17,7.97,0.7,36.6,2,1,0,0,100.0,0
1,3.16,166.5,9.0,1,1,0,0,78.7,0
2,5.76,58.5,7.8,2,0,0,0,49.1,1
8,3.44,34.7,20.7,2,1,0,0,100.0,0
11,1.37,34.9,3.0,2,0,0,0,100.0,0
17,2.89,23.9,8.5,1,1,0,0,100.0,0
8,2.1,12.3,19.2,2,1,0,0,100.0,0
0,2.83,100.7,39.7,2,0,2,1,52.6,1
7,1.96,160.7,0.2,1,0,1,0,75.8,0
10,1.17,56.7,28.6,1,0,2,0,89.3,0
13,1.97,143.7,6.2,0,1,2,0,81.0,0
15,7.27,39.5,39.9,3,0,1,0,89.9,0
5,0.96,6.3,4.9,6,0,0,0,100.0,0
14,2.8,110.9,22.0,5,1,2,0,100.0,0
15,4.37,5.6,23.4,2,1,0,1,100.0,0
18,3.03,71.3,22.7,2,1,1,0,89.5,0
12,4.29,49.6,21.3,1,0,0,0,100.0,0
19,0.63,18.7,28.6,1,0,1,0,85.1,0
5,5.29,36.5,31.4,1,0,1,0,78.9,0
17,4.64,243.4,23.6,2,0,2,0,65.5,1
1,5.54,62.2,15.9,0,0,0,0,47.1,1
2,4.67,118.3,9.2,3,0,1,0,55.9,1
20,3.67,14.9,11.3,1,0,1,0,79.8,0
11,3.0,76.8,1.2,2,0,1,0,85.2,0
14,2.04,48.6,7.8,1,1,1,1,97.7,0
14,4.15,8.6,17.7,1,0,0,0,91.2,0
16,0.5,29.5,20.7,2,1,0,0,100.0,0
5,2.83,187.6,35.1,1,0,3,0,65.1,1
4,5.52,46.2,2.4,1,1,0,1,63.5,1
1,1.14,97.6,41.7,2,1,1,0,84.8,0
20,0.78,14.4,10.1,2,0,0,0,79.6,0
5,5.32,100.0,7.7,1,0,0,0,93.4,0
13,3.36,53.9,17.4,2,1,1,0,100.0,0
10,6.47,127.3,60.7,2,0,0,0,88.6,0
3,7.52,25.3,9.5,0,0,0,0,60.1,1
9,7.67,38.9,20.2,1,1,2,0,94.1,0
1,3.58,118.2,48.2,3,1,0,0,57.3,1
4,2.34,73.4,0.8,4,1,1,0,69.7,0
3,4.99,30.7,12.0,0,0,1,0,50.2,1
19,5.14,8.1,10.4,0,1,1,1,76.2,0
13,5.09,8.4,24.5,4,0,2,0,87.1,0
22,2.78,254.2,39.8,0,1,0,0,73.8,0
10,0.79,37.6,18.3,1,1,1,0,77.4,0
4,1.92,36.4,72.8,2,0,2,0,45.8,1
14,1.49,43.7,54.0,1,1,0,0,89.7,0
22,1.25,293.2,19.3,0,1,0,0,68.8,0
12,7.43,20.7,13.2,3,0,0,0,96.8,0
0,0.41,50.1,6.1,1,0,0,0,77.7,0
7,4.93,12.2,0.4,3,0,0,0,100.0,0
22,7.6,18.8,16.7,4,0,0,0,63.7,1
12,3.07,2.6,37.6,0,0,2,1,70.3,0
22,4.36,18.8,3.2,4,1,1,0,81.5,0
12,5.66,41.3,12.2,2,1,1,0,100.0,0
0,2.74,17.1,1.4,2,0,1,1,62.1,1
20,3.98,58.3,36.6,1,0,0,0,77.4,0
18,6.59,0.4,27.6,1,0,0,0,100.0,0
17,6.04,26.1,1.6,4,0,1,0,97.4,0
23,6.53,8.6,0.1,3,1,1,0,76.5,0
4,7.9,17.8,4.6,2,1,1,0,76.7,0
21,3.15,0.2,44.1,2,1,0,0,97.8,0
5,6.05,27.8,57.7,3,0,0,1,100.0,0
23,4.94,73.6,8.2,4,1,0,0,77.9,0
4,5.43,28.6,24.2,0,1,0,1,62.4,1
13,6.0,8.9,27.5,1,0,0,1,85.7,0
18,6.07,91.2,15.0,3,0,1,1,77.7,0
1,7.12,63.1,6.5,3,1,0,0,79.2,0
1,2.99,70.9,3.7,1,0,0,0,87.5,0
20,5.33,3.4,15.3,7,0,1,1,88.5,0
1,2.46,58.4,12.9,4,0,1,0,76.9,0
14,4.88,31.5,3.3,2,0,0,0,87.7,0
22,6.08,69.6,42.9,2,1,0,1,70.7,0
14,6.39,167.8,0.9,2,0,0,0,86.0,0
11,3.53,67.9,0.6,4,1,0,0,100.0,0
10,4.22,25.2,2.4,2,0,0,0,100.0,0
15,2.87,7.2,29.9,3,1,4,0,85.1,0
13,1.6,37.1,2.9,1,0,1,1,88.0,0
12,2.31,5.5,1.7,1,1,1,0,82.0,0
3,7.32,43.5,0.2,2,0,1,1,40.8,1
15,2.68,12.6,0.2,1,0,0,1,100.0,0
17,7.81,12.3,11.1,2,1,1,1,100.0,0
17,2.16,10.7,6.1,2,1,0,1,100.0,0
1,5.87,101.0,42.3,2,1,0,0,76.7,0
16,4.72,93.3,5.9,1,0,1,0,88.0,0
17,5.67,44.0,11.6,3,0,2,1,86.2,0
4,5.26,46.5,43.6,0,0,0,0,53.9,1
20,5.74,224.5,14.7,1,1,0,0,83.9,0
12,7.27,115.5,22.1,3,0,1,0,78.2,0
11,4.64,139.1,57.9,2,1,0,0,100.0,0
17,0.82,58.8,18.9,4,0,3,1,96.1,0
12,2.39,0.1,5.3,0,1,0,0,100.0,0
13,5.75,81.9,2.7,1,0,2,0,81.1,0
7,4.1,34.7,1.1,0,0,0,0,80.3,0
22,4.52,4.7,2.0,2,0,0,0,60.6,1
23,4.89,31.6,21.7,1,1,1,0,50.4,1
3,3.25,97.1,11.0,4,1,0,0,74.6,0
17,6.26,17.3,2.5,3,1,0,0,100.0,0
0,5.87,7.8,7.0,1,0,1,0,60.7,1
8,5.8,7.8,12.2,4,0,1,0,100.0,0
23,5.81,3.3,9.7,2,1,1,0,53.0,1
4,7.16,131.4,14.5,3,1,0,0,66.0,1
9,4.88,86.2,1.5,2,1,0,0,100.0,0
5,7.75,175.2,63.7,2,0,0,0,92.8,0
17,1.22,89.6,35.0,0,1,0,1,100.0,0
11,5.17,66.8,19.6,4,1,0,0,100.0,0
14,5.82,29.6,29.5,4,1,0,0,100.0,0
22,3.97,27.2,79.9,0,1,1,1,50.6,1
12,2.52,46.5,10.2,2,0,1,1,84.0,0
17,4.54,80.4,1.2,1,0,0,1,88.5,0
2,3.11,14.2,11.5,2,1,2,0,53.3,1
5,7.3,60.9,13.3,2,1,2,0,83.8,0
22,3.05,24.4,28.1,0,0,1,0,40.1,1
20,1.65,107.7,0.9,1,1,0,0,87.0,0
15,4.74,30.2,49.2,1,0,0,0,97.6,0
9,3.35,32.9,24.8,1,0,0,0,92.2,0
4,1.04,68.2,29.4,2,0,1,0,55.8,1
20,4.65,55.5,15.6,0,0,0,0,78.6,0
18,4.44,61.2,3.9,0,0,0,0,92.0,0
5,1.63,7.2,8.2,2,1,1,0,97.0,0
14,4.9,49.8,2.8,1,1,3,0,74.0,0
14,4.67,4.7,23.8,3,0,0,0,95.9,0
11,6.26,16.4,15.9,2,0,1,1,86.2,0
22,3.08,21.4,18.9,3,0,0,1,58.5,1
2,2.22,19.0,14.3,2,1,1,0,63.4,1
6,7.62,4.0,50.3,1,0,1,1,86.9,0
2,4.62,28.4,21.8,1,0,3,0,37.7,1
16,0.51,35.9,61.6,5,1,1,1,100.0,0
15,6.62,107.9,0.5,1,0,1,0,92.4,0
23,1.82,103.3,20.7,1,0,0,0,37.9,1
13,6.35,159.6,0.0,5,0,2,1,70.0,0
3,5.73,162.9,6.5,2,0,0,0,49.7,1
10,7.76,66.0,26.1,4,0,1,1,87.1,0
2,7.73,223.0,57.0,2,0,1,0,48.2,1
16,2.41,20.8,30.9,3,1,1,0,100.0,0
16,6.2,22.9,101.6,0,1,3,0,68.1,0
20,2.74,8.8,26.9,3,0,2,0,80.6,0
8,5.14,2.3,44.1,3,1,5,0,75.6,0
7,4.9,4.9,24.8,5,1,0,0,100.0,0
1,0.72,6.4,79.7,4,1,1,1,64.5,1
9,0.34,214.0,50.6,3,1,0,1,100.0,0
11,0.74,44.1,23.1,1,1,0,1,100.0,0
18,1.29,17.5,21.7,0,1,0,0,100.0,0
18,2.28,21.1,7.3,2,0,2,1,79.3,0
3,7.28,11.0,13.8,2,0,0,0,61.9,1
6,4.29,33.9,7.7,2,0,1,0,96.8,0
